15-August-2012	00:05:56.889	HK	4	Pedal up
15-August-2012	00:05:57.513	HK	3	Pedal down
15-August-2012	00:06:04.104	HK	4	Pedal up
15-August-2012	00:06:06.616	HK	3	Pedal down
15-August-2012	00:06:12.329	HK	4	Pedal up
15-August-2012	00:06:25.899	HK	2	Surgeon logged out
15-August-2012	00:06:40.745	HK	1	Surgeon logged in.
15-August-2012	00:06:51.335	HK	3	Pedal down
15-August-2012	00:06:52.087	HK	4	Pedal up
15-August-2012	00:06:53.191	HK	3	Pedal down
15-August-2012	00:06:53.607	HK	4	Pedal up
15-August-2012	00:07:03.463	HK	3	Pedal down
15-August-2012	00:07:06.135	HK	4	Pedal up
15-August-2012	00:07:27.015	HK	3	Pedal down
15-August-2012	00:07:27.543	HK	4	Pedal up
15-August-2012	00:07:31.879	HK	3	Pedal down
15-August-2012	00:08:11.334	HK	3	Pedal down
15-August-2012	00:08:12.054	HK	4	Pedal up
15-August-2012	00:08:15.750	HK	3	Pedal down
15-August-2012	00:08:16.279	HK	4	Pedal up
15-August-2012	00:08:19.574	HK	3	Pedal down
15-August-2012	00:08:20.150	HK	4	Pedal up
15-August-2012	00:08:22.934	HK	3	Pedal down
15-August-2012	00:08:23.190	HK	4	Pedal up
15-August-2012	00:08:24.890	HK	2	Surgeon logged out
15-August-2012	00:08:35.198	HK	1	Surgeon logged in.
15-August-2012	00:08:40.229	HK	3	Pedal down
15-August-2012	00:08:40.997	HK	4	Pedal up
15-August-2012	00:08:41.989	HK	3	Pedal down
15-August-2012	00:08:42.357	HK	4	Pedal up
15-August-2012	00:08:44.021	HK	3	Pedal down
15-August-2012	00:08:44.357	HK	4	Pedal up
15-August-2012	00:08:44.629	HK	3	Pedal down
15-August-2012	00:08:44.884	HK	4	Pedal up
15-August-2012	00:08:46.705	HK	2	Surgeon logged out
15-August-2012	00:09:57.053	HK	1	Surgeon logged in.
15-August-2012	00:09:58.963	HK	3	Pedal down
15-August-2012	00:09:59.491	HK	4	Pedal up
15-August-2012	00:10:05.363	HK	3	Pedal down
15-August-2012	00:10:05.651	HK	4	Pedal up
15-August-2012	00:10:06.019	HK	3	Pedal down
15-August-2012	00:10:06.355	HK	4	Pedal up
15-August-2012	00:10:06.723	HK	3	Pedal down
15-August-2012	00:10:07.455	HK	2	Surgeon logged out
15-August-2012	00:11:16.044	HK	1	Surgeon logged in.
15-August-2012	00:18:37.370	HK	3	Pedal down
15-August-2012	00:18:37.770	HK	4	Pedal up
15-August-2012	00:18:38.058	HK	3	Pedal down
15-August-2012	00:18:38.330	HK	4	Pedal up
15-August-2012	00:20:40.984	HK	3	Pedal down
15-August-2012	00:20:41.400	HK	4	Pedal up
15-August-2012	00:20:41.688	HK	3	Pedal down
15-August-2012	00:20:42.008	HK	4	Pedal up
15-August-2012	00:21:12.444	HK	2	Surgeon logged out
15-August-2012	00:27:29.543	HK	1	Surgeon logged in.
15-August-2012	00:37:42.744	HK	3	Pedal down
15-August-2012	00:37:47.481	HK	4	Pedal up
15-August-2012	00:38:37.960	HK	3	Pedal down
15-August-2012	00:39:33.111	HK	3	Pedal down
15-August-2012	00:40:46.326	HK	4	Pedal up
15-August-2012	00:40:49.701	HK	3	Pedal down
15-August-2012	00:41:13.109	HK	4	Pedal up
15-August-2012	00:41:17.141	HK	3	Pedal down
15-August-2012	00:41:19.829	HK	4	Pedal up
15-August-2012	00:41:26.932	HK	3	Pedal down
15-August-2012	00:41:36.132	HK	4	Pedal up
15-August-2012	00:41:49.684	HK	3	Pedal down
15-August-2012	00:42:01.700	HK	4	Pedal up
15-August-2012	00:43:08.898	HK	3	Pedal down
15-August-2012	00:43:09.747	HK	4	Pedal up
15-August-2012	00:43:33.314	HK	3	Pedal down
15-August-2012	00:43:33.650	HK	4	Pedal up
15-August-2012	00:43:50.558	HK	2	Surgeon logged out
15-August-2012	00:44:07.378	HK	1	Surgeon logged in.
15-August-2012	00:44:13.793	HK	3	Pedal down
15-August-2012	00:44:14.369	HK	4	Pedal up
15-August-2012	00:44:17.153	HK	3	Pedal down
15-August-2012	00:44:17.553	HK	4	Pedal up
15-August-2012	00:44:17.889	HK	3	Pedal down
15-August-2012	00:44:18.177	HK	4	Pedal up
15-August-2012	00:44:30.805	HK	2	Surgeon logged out
15-August-2012	00:45:08.603	HK	1	Surgeon logged in.
15-August-2012	00:45:16.065	HK	2	Surgeon logged out
15-August-2012	00:47:17.539	HK	1	Surgeon logged in.
15-August-2012	00:48:08.014	HK	1	Surgeon logged in.
15-August-2012	00:48:12.383	HK	2	Surgeon logged out
15-August-2012	12:00:43.017	HK	1	Surgeon logged in.
15-August-2012	12:00:46.824	HK	2	Surgeon logged out
15-August-2012	12:01:04.739	HK	1	Surgeon logged in.
15-August-2012	12:01:18.233	HK	2	Surgeon logged out
15-August-2012	12:03:00.362	HK	1	Surgeon logged in.
15-August-2012	12:03:05.838	HK	2	Surgeon logged out
15-August-2012	12:05:05.660	HK	1	Surgeon logged in.
15-August-2012	12:05:20.045	HK	2	Surgeon logged out
15-August-2012	12:06:13.299	HK	1	Surgeon logged in.
15-August-2012	12:06:22.846	HK	2	Surgeon logged out
15-August-2012	12:06:39.662	HK	1	Surgeon logged in.
15-August-2012	12:06:44.750	HK	3	Pedal down
15-August-2012	12:06:47.387	HK	4	Pedal up
15-August-2012	12:06:47.855	HK	3	Pedal down
15-August-2012	12:06:48.214	HK	4	Pedal up
15-August-2012	12:06:49.727	HK	2	Surgeon logged out
15-August-2012	12:07:39.009	HK	1	Surgeon logged in.
15-August-2012	12:08:09.576	HK	3	Pedal down
15-August-2012	12:08:10.590	HK	4	Pedal up
15-August-2012	12:08:20.855	HK	3	Pedal down
15-August-2012	12:09:52.237	HK	4	Pedal up
15-August-2012	12:10:42.547	HK	3	Pedal down
15-August-2012	12:48:07.397	HK	3	Pedal down
15-August-2012	12:48:31.242	HK	4	Pedal up
15-August-2012	12:48:32.194	HK	3	Pedal down
15-August-2012	12:48:33.988	HK	4	Pedal up
15-August-2012	12:48:35.688	HK	3	Pedal down
15-August-2012	12:48:43.639	HK	4	Pedal up
15-August-2012	12:48:45.386	HK	3	Pedal down
15-August-2012	12:48:46.388	HK	4	Pedal up
15-August-2012	12:48:47.616	HK	3	Pedal down
15-August-2012	12:48:57.050	HK	4	Pedal up
15-August-2012	12:49:37.904	HK	3	Pedal down
15-August-2012	12:49:41.055	HK	4	Pedal up
15-August-2012	14:29:15.415	HK	3	Pedal down
15-August-2012	14:29:29.110	HK	3	Pedal down
15-August-2012	14:30:53.526	HK	3	Pedal down
15-August-2012	14:30:58.565	HK	4	Pedal up
15-August-2012	14:31:03.813	HK	3	Pedal down
15-August-2012	14:31:06.481	HK	4	Pedal up
15-August-2012	14:31:09.757	HK	3	Pedal down
15-August-2012	14:31:13.048	HK	4	Pedal up
15-August-2012	14:31:20.048	HK	3	Pedal down
15-August-2012	14:31:30.965	HK	4	Pedal up
15-August-2012	14:31:48.061	HK	3	Pedal down
15-August-2012	14:31:57.296	HK	4	Pedal up
15-August-2012	14:32:00.693	HK	3	Pedal down
15-August-2012	14:32:02.435	HK	4	Pedal up
15-August-2012	14:32:18.078	HK	3	Pedal down
15-August-2012	14:32:34.858	HK	4	Pedal up
15-August-2012	14:32:35.669	HK	3	Pedal down
15-August-2012	14:39:27.956	HK	4	Pedal up
15-August-2012	14:40:06.072	HK	3	Pedal down
15-August-2012	14:40:07.835	HK	4	Pedal up
15-August-2012	14:40:08.646	HK	3	Pedal down
15-August-2012	14:40:09.068	HK	4	Pedal up
15-August-2012	14:40:09.582	HK	3	Pedal down
15-August-2012	14:40:10.565	HK	4	Pedal up
15-August-2012	14:40:11.267	HK	3	Pedal down
15-August-2012	14:40:11.782	HK	4	Pedal up
15-August-2012	14:40:12.188	HK	3	Pedal down
15-August-2012	14:40:12.546	HK	4	Pedal up
15-August-2012	14:40:12.952	HK	3	Pedal down
15-August-2012	14:40:13.311	HK	4	Pedal up
15-August-2012	14:40:24.818	HK	3	Pedal down
15-August-2012	14:40:25.465	HK	4	Pedal up
15-August-2012	14:40:26.304	HK	3	Pedal down
15-August-2012	14:40:26.616	HK	4	Pedal up
15-August-2012	14:40:49.940	HK	3	Pedal down
15-August-2012	14:40:50.969	HK	4	Pedal up
15-August-2012	14:40:51.273	HK	3	Pedal down
15-August-2012	14:40:51.753	HK	4	Pedal up
15-August-2012	14:40:52.121	HK	3	Pedal down
15-August-2012	14:40:52.406	HK	4	Pedal up
15-August-2012	14:40:52.734	HK	3	Pedal down
15-August-2012	14:40:53.030	HK	4	Pedal up
15-August-2012	14:40:53.327	HK	3	Pedal down
15-August-2012	14:40:53.607	HK	4	Pedal up
15-August-2012	14:40:54.294	HK	3	Pedal down
15-August-2012	14:40:55.011	HK	4	Pedal up
15-August-2012	14:40:55.370	HK	3	Pedal down
15-August-2012	14:40:55.745	HK	4	Pedal up
15-August-2012	14:41:01.907	HK	3	Pedal down
15-August-2012	14:41:02.562	HK	4	Pedal up
15-August-2012	14:44:02.345	HK	3	Pedal down
15-August-2012	14:44:02.969	HK	4	Pedal up
15-August-2012	14:44:04.213	HK	3	Pedal down
15-August-2012	14:44:05.128	HK	4	Pedal up
15-August-2012	14:44:09.932	HK	3	Pedal down
15-August-2012	14:44:13.801	HK	4	Pedal up
15-August-2012	14:44:21.795	HK	3	Pedal down
15-August-2012	14:44:23.106	HK	4	Pedal up
15-August-2012	14:44:31.578	HK	3	Pedal down
16-August-2012	03:17:09.451	HK	2	Surgeon logged out
16-August-2012	12:14:40.989	HK	1	Surgeon logged in.
16-August-2012	12:14:49.923	HK	3	Pedal down
16-August-2012	12:14:50.259	HK	4	Pedal up
16-August-2012	12:19:28.990	HK	3	Pedal down
16-August-2012	12:19:30.718	HK	4	Pedal up
16-August-2012	12:19:31.485	HK	3	Pedal down
16-August-2012	12:19:33.917	HK	4	Pedal up
16-August-2012	12:19:39.101	HK	3	Pedal down
16-August-2012	12:19:45.517	HK	4	Pedal up
16-August-2012	12:19:53.373	HK	3	Pedal down
16-August-2012	12:19:54.509	HK	4	Pedal up
16-August-2012	12:19:57.998	HK	3	Pedal down
16-August-2012	12:20:00.637	HK	4	Pedal up
16-August-2012	12:20:06.781	HK	3	Pedal down
16-August-2012	12:22:01.371	HK	4	Pedal up
16-August-2012	12:23:16.154	HK	3	Pedal down
